Code_commune_INSEE,Nom_commune,Code_postal
71359,PRETY,71290
70582,VY LES RUPT,70120
71360,PRISSE,71960
71010,ANTULLY,71400
71373,ROMENAY,71470
71014,AUTUN,71400
71376,ROUSSILLON EN MORVAN,71550
71019,BARIZEY,71640
71378,RULLY,71150
71027,BEAUREPAIRE EN BRESSE,71580
71381,SAILLY,71250
71028,BEAUVERNOIS,71270
71387,ST ANDRE LE DESERT,71220
71393,ST BONNET DE CRAY,71340
71394,ST BONNET DE JOUX,71220
71398,ST CHRISTOPHE EN BRESSE,71370
71399,ST CHRISTOPHE EN BRIONNAIS,71800
71401,STE CROIX EN BRESSE,71470
71412,ST EUSEBE,71210
71414,ST FORGEOT,71400
71416,ST GENGOUX DE SCISSE,71260
71424,ST GERVAIS SUR COUCHES,71490
71425,ST GILLES,71510
71436,ST LAURENT D ANDENAY,71210
71442,ST LEGER SUR DHEUNE,71510
71445,ST MARCEL,71380
71449,ST MARTIN D AUXY,71390
71471,ST PRIVE,71390
71474,STE RADEGONDE,71320
71475,ST REMY,71100
71477,ST ROMAIN SOUS GOURDON,71230
71479,ST SERNIN DU BOIS,71200
71481,ST SYMPHORIEN D ANCELLES,71570
71481,ST SYMPHORIEN D ANCELLES,71570
71490,ST VINCENT BRAGNY,71430
71491,ST YAN,71600
71495,SALORNAY SUR GUYE,71250
71497,SANCE,71000
71509,LA CELLE EN MORVAN,71400
71510,SEMUR EN BRIONNAIS,71110
71521,SIGY LE CHATEL,71250
71527,SOMMANT,71540
71043,LES BORDES,71350
71044,BOSJEAN,71330
71046,LA BOULAYE,71320
71048,BOURG LE COMTE,71110
71056,BRANGES,71500
71063,BROYE,71190
71064,BRUAILLES,71500
71069,BUSSIERES,71960
71070,BUXY,71390
71071,CERON,71110
71072,CERSOT,71390
71076,CHALON SUR SAONE,71100
71082,CHAMPLECY,71120
71090,LA CHAPELLE DE GUINCHAY,71570
71093,LA CHAPELLE ST SAUVEUR,71310
71094,LA CHAPELLE SOUS BRANCION,71700
71099,CHARBONNIERES,71260
71101,CHARETTE VARENNES,71270
71105,CHARNAY LES MACON,71850
71112,CHATEAU,71250
71119,CHAUDENAY,71150
71121,LA CHAUX,71310
71530,SULLY,71360
71134,NAVOUR SUR GROSNE,71520
71535,TAVERNAY,71400
71143,CONDAL,71480
71546,TRAMBLY,71520
71150,CRECHES SUR SAONE,71680
71549,LA TRUCHERE,71290
71153,LE CREUSOT,71200
71552,UXEAU,71130
71154,CRISSEY,71530
71559,VARENNES SOUS DUN,71800
71159,CULLES LES ROCHES,71460
71561,VAUBAN,71800
71166,CUZY,71320
71572,VERS,71240
71168,DAMPIERRE EN BRESSE,71310
71580,VINCELLES,71500
71172,DETTEY,71190
71584,VIRE,71260
71182,DRACY LE FORT,71640
71585,VIREY LE GRAND,71530
71185,DYO,71800
71586,VIRY,71120
71192,ETANG SUR ARROUX,71190
72006,ARCONNAY,72610
71202,FONTAINES,71150
72011,ASSE LE BOISNE,72130
71212,GENELARD,71420
72017,AUVERS SOUS MONTFAUCON,72540
71213,LA GENETE,71290
72020,AVEZE,72400
71222,GOURDON,71300
72025,BAZOUGES CRE SUR LOIR,72200
71236,IGE,71960
72039,BONNETABLE,72110
71238,IGUERANDE,71340
72045,BRAINS SUR GEE,72550
71247,JULLY LES BUXY,71390
72051,CERANS FOULLETOURTE,72330
71249,LAIVES,71240
72065,LA CHAPELLE ST AUBIN,72650
71250,LAIZE,71870
72070,CHASSILLE,72540
71257,LESSARD LE NATIONAL,71530
72072,CHATEAU L HERMITAGE,72510
71259,LIGNY EN BRIONNAIS,71110
72087,CONFLANS SUR ANILLE,72120
71263,LOUHANS,71500
72090,CONNERRE,72160
71263,LOUHANS,71500
72102,COURCIVAL,72110
71270,MACON,71000
72103,COURDEMANCHE,72150
71281,MARLY SUR ARROUX,71420
72111,CURES,72240
71283,MARNAY,71240
72112,DANGEUL,72260
71292,MELLECEY,71640
72115,DISSAY SOUS COURCILLON,72500
71306,MONTCEAU LES MINES,71300
72129,FATINES,72470
71311,MONTCONY,71500
72131,FERCE SUR SARTHE,72430
71316,MONTMELARD,71520
72137,VILLENEUVE EN PERSEIGNE,72600
71317,MONTMORT,71320
72138,FRESNAY SUR SARTHE,72130
71329,NAVILLY,71270
72141,GESNES LE GANDELIN,72130
71331,NOCHIZE,71600
72142,GRANDCHAMP,72610
71333,OSLON,71380
72147,LA GUIERCHE,72380
71342,PARAY LE MONIAL,71600
72155,LAIGNE EN BELIN,72220
71344,PASSY,71220
72161,LHOMME,72340
71349,LA PETITE VERRIERE,71400
72165,LOMBRON,72450
71354,POISSON,71600
72167,LOUAILLES,72300
71361,PRIZY,71800
72196,MEZIERES SUR PONTHOUIN,72290
71363,LE PULEY,71460
72199,MOITRON SUR SARTHE,72170
71371,LA ROCHE VINEUSE,71960
72208,MONTMIRAIL,72320
71379,SAGY,71580
72215,NEUFCHATEL EN SAOSNOIS,72600
71388,ST AUBIN EN CHAROLLAIS,71430
72217,NEUVILLE SUR SARTHE,72190
71392,ST BOIL,71390
72218,NEUVILLETTE EN CHARNIE,72140
71397,STE CECILE,71250
72220,NOGENT LE BERNARD,72110
71415,STE FOY,71110
72225,OISSEAU LE PETIT,72610
71419,ST GERMAIN DU BOIS,71330
72230,PARIGNE LE POLIN,72330
71421,ST GERMAIN EN BRIONNAIS,71800
72233,PERAY,72260
71426,STE HELENE,71390
72234,PEZE LE ROBERT,72140
71430,ST JEAN DE VAUX,71640
72251,RENE,72260
71435,ST JULIEN SUR DHEUNE,71210
72256,ROUEZ,72140
71440,ST LEGER SOUS BEUVRAY,71990
72261,RUILLE EN CHAMPAGNE,72240
71444,ST LOUP DE VARENNES,71240
72262,LOIR EN VALLEE,72340
71451,ST MARTIN DE LIXY,71740
72262,LOIR EN VALLEE,72340
71455,ST MARTIN DU TARTRE,71460
72267,ST AUBIN DES COUDRAIS,72400
71456,ST MARTIN EN BRESSE,71620
72271,ST CELERIN,72110
71462,ST MAURICE EN RIVIERE,71620
72278,ST DENIS D ORQUES,72350
71463,ST MAURICE LES CHATEAUNEUF,71740
72289,STE JAMME SUR SARTHE,72380
71472,ST PRIX,71990
72290,ST JEAN D ASSE,72380
71473,ST RACHO,71800
72292,ST JEAN DES ECHELLES,72320
71482,ST SYMPHORIEN DE MARMAGNE,71710
72295,ST LONGIS,72600
71484,ST USUGE,71500
72298,ST MARS DE LOCQUENAY,72440
71490,ST VINCENT BRAGNY,71430
72300,ST MARS LA BRIERE,72470
71494,LA SALLE,71260
72310,ST PAVACE,72190
71503,SAULES,71390
72315,ST REMY DE SILLE,72140
71506,SAVIGNY EN REVERMONT,71580
72323,ST VICTEUR,72130
71512,SENNECEY LE GRAND,71240
72327,SARCE,72360
71513,SENOZAN,71260
72330,SAVIGNE SOUS LE LUDE,72800
71518,SERRIERES,71960
72334,SILLE LE GUILLAUME,72140
71523,SIMARD,71330
72337,SOUGE LE GANELON,72130
72338,SOUILLE,72380
72353,THELIGNY,72320
72355,THOIRE SOUS CONTENSOR,72610
72375,VILLAINES LA GONAIS,72400
72378,VION,72300
72385,YVRE LE POLIN,72330
72386,YVRE L EVEQUE,72530
73003,GRAND AIGUEBLANCHE,73260
73005,AILLON LE VIEUX,73340
73006,AIME LA PLAGNE,73210
73010,ENTRELACS,73410
73020,ARITH,73340
73026,AVRIEUX,73500
73027,AYN,73470
73042,BILLIEME,73170
71534,LE TARTRE,71330
71540,TORCY,71210
73049,BONVILLARET,73220
71544,TOUTENANT,71350
73051,LE BOURGET DU LAC,73370
71551,UCHON,71190
73053,BOURGNEUF,73390
71555,VARENNES LE GRAND,71240
73054,BOURG ST MAURICE,73700
71563,VAUX EN PRE,71460
73067,LA CHAMBRE,73130
71565,VENDENESSE SUR ARROUX,71130
73072,CHAMP LAURENT,73390
71571,VEROSVRES,71220
73073,CHANAZ,73310
71574,VERZE,71960
73084,CHIGNIN,73800
71578,CLUX VILLENEUVE,71270
73085,CHINDRIEUX,73310
71582,LA VINEUSE SUR FREGANDE,71250
73089,COISE ST JEAN PIED GAUTHIER,73800
71582,LA VINEUSE SUR FREGANDE,71250
73090,LA COMPOTE,73630
71590,VOLESVRES,71600
73095,LA CROIX DE LA ROCHETTE,73110
72008,ARNAGE,72230
73098,LES DESERTS,73230
72016,AUVERS LE HAMON,72300
73104,DULLIN,73610
72019,AVESSE,72350
73114,FLUMET,73590
72023,BALLON ST MARS,72290
73117,FOURNEAUX,73500
72027,BEAUMONT SUR DEME,72340
73121,FRONTENEX,73460
72028,BEAUMONT PIED DE BOEUF,72500
73122,GERBAIX,73470
72032,BERFAY,72320
73131,HAUTECOUR,73600
72042,BOULOIRE,72440
73139,JARSY,73630
72043,BOURG LE ROI,72610
73140,JONGIEUX,73170
72046,LE BREIL SUR MERIZE,72370
73146,LESCHERAINES,73340
72052,CHAHAIGNES,72340
73151,PORTE DE SAVOIE,73800
72053,CHALLES,72250
73168,MONTGILBERT,73220
72059,CHANTENAY VILLEDIEU,72430
73173,MONTRICHER ALBANNE,73870
72060,LA CHAPELLE AUX CHOUX,72800
73177,MONTVERNIER,73300
72064,LA CHAPELLE HUON,72310
73183,MYANS,73800
72071,MONTVAL SUR LOIR,72500
73187,LA LECHERE,73260
72071,MONTVAL SUR LOIR,72500
73197,PEISEY NANCROIX,73210
72076,CHENAY,72610
73202,PLANCHERINE,73200
72080,CHERRE AU,72400
73207,PRESLE,73110
72084,CLERMONT CREANS,72200
73210,PUYGROS,73190
72088,CONGE SUR ORNE,72290
73214,ROCHEFORT,73240
72095,COULAINES,72190
73221,ST ALBAN DES VILLARDS,73130
72096,COULANS SUR GEE,72550
73235,ST FRANCOIS LONGCHAMP,73130
72098,COULONGE,72800
73253,ST MARCEL,73600
72113,DEGRE,72550
73256,ST MARTIN D ARC,73140
72114,DEHAULT,72400
73257,LES BELLEVILLE,73440
72118,DOLLON,72390
73261,ST MICHEL DE MAURIENNE,73140
72124,ECOMMOY,72220
73262,ST NICOLAS LA CHAPELLE,73590
72130,FAY,72550
73263,ST OFFENGE,73100
72136,FONTENAY SUR VEGRE,72350
73268,ST PAUL SUR ISERE,73730
72145,LE GREZ,72140
73272,ST PIERRE DE BELLEVILLE,73220
72166,LONGNES,72540
73276,ST PIERRE DE SOUCY,73800
72168,LOUE,72540
73280,ST SORLIN D ARVES,73530
72169,LOUPLANDE,72210
73285,SEEZ,73700
72170,LOUVIGNY,72600
73290,VAL CENIS,73480
72177,MAIGNE,72210
73296,TIGNES,73320
72179,MALICORNE SUR SARTHE,72270
73301,TREVIGNIN,73100
72183,MARCON,72340
73323,VILLAROGER,73640
72188,MAROLLETTE,72600
73329,VOGLANS,73420
72197,MEZIERES SOUS LAVARDIN,72240
73330,YENNE,73170
72202,MONHOUDOU,72260
74009,ANDILLY,74350
72205,MONTBIZOT,72380
74010,ANNECY,74600
72214,NAUVAY,72260
74010,ANNECY,74960
72223,NOYEN SUR SARTHE,72430
74020,ARMOY,74200
72224,NUILLE LE JALAIS,72370
74030,LA BAUME,74430
72226,OIZE,72330
74032,BELLEVAUX,74470
72227,PANON,72600
74033,BERNEX,74500
72235,PIACE,72170
74053,CERVENS,74550
72245,PREVAL,72400
74056,CHAMONIX MONT BLANC,74400
72247,PRUILLE LE CHETIF,72700
74057,CHAMPANGES,74500
72254,ROUESSE FONTAINE,72610
74059,LA CHAPELLE RAMBAUD,74800
72277,ST DENIS DES COUDRAIS,72110
74064,CHATILLON SUR CLUSES,74300
72282,ST GEORGES LE GAULTIER,72130
74065,CHAUMONT,74270
72303,ST MICHEL DE CHAVAIGNES,72440
74066,CHAVANNAZ,74270
72308,ST PATERNE LE CHEVAIN,72610
74071,CHESSENAZ,74270
72316,ST REMY DES MONTS,72600
74075,CHILLY,74270
72322,ST ULPHACE,72320
74078,CLERMONT,74270
72326,SAOSNES,72600
74097,CUSY,74540
72329,SAVIGNE L EVEQUE,72460
74098,CUVAT,74350
72336,SOLESMES,72300
74104,DOUSSARD,74210
72339,SOULIGNE FLACE,72210
74105,DOUVAINE,74140
72344,SPAY,72700
74114,ESSERT ROMAND,74110
72352,TERREHAULT,72110
74117,ETERCY,74150
72354,THOIGNE,72260
74121,EXCENEVEX,74140
72358,THORIGNE SUR DUE,72160
74123,FAVERGES SEYTHENEX,74210
72362,LE TRONCHET,72170
74128,FILLINGES,74250
72363,TUFFE VAL DE LA CHERONNE,72160
74129,LA FORCLAZ,74200
72367,VALLON SUR GEE,72540
74140,HABERE POCHE,74420
72369,VERNEIL LE CHETIF,72360
74141,HAUTEVILLE SUR FIER,74150
72381,VOIVRES LES LE MANS,72210
74143,LES HOUCHES,74310
73003,GRAND AIGUEBLANCHE,73260
74151,LORNAY,74150
73004,AILLON LE JEUNE,73340
74152,LOVAGNY,74330
73007,AITON,73220
74159,MAGLAND,74300
73012,ALBIEZ LE JEUNE,73300
74161,MARCELLAZ ALBANAIS,74150
73013,ALBIEZ MONTROND,73300
74163,MARGENCEL,74200
73021,ARVILLARD,73110
74168,MARLIOZ,74270
73025,AVRESSIEUX,73240
74169,MARNAZ,74460
73030,BARBY,73230
74174,MEGEVETTE,74490
74179,MESIGNY,74330
74180,MESSERY,74140
74189,MONT SAXONNEX,74130
74198,NAVES PARMELAN,74370
74199,NERNIER,74140
74206,ORCIER,74550
74208,PASSY,74190
74208,PASSY,74190
74208,PASSY,74190
73047,BONNEVAL SUR ARC,73480
73052,BOURGET EN HUILE,73110
73055,BOZEL,73350
73064,CHALLES LES EAUX,73190
73069,CHAMOUX SUR GELON,73390
73081,LE CHATELARD,73630
73082,LA CHAVANNE,73800
73088,COHENNOZ,73590
73096,CRUET,73800
73101,DOUCY EN BAUGES,73630
73106,ECOLE,73630
73109,EPIERRE,73220
73116,FONTCOUVERTE LA TOUSSUIRE,73300
73119,FRENEY,73500
73124,GILLY SUR ISERE,73200
73135,LA TOUR EN MAURIENNE,73300
74221,LE REPOSOIR,74950
73135,LA TOUR EN MAURIENNE,73300
74226,ST ANDRE DE BOEGE,74420
73147,LOISIEUX,73170
74232,ST EUSTACHE,74410
73150,LA PLAGNE TARENTAISE,73210
74235,ST GERMAIN SUR RHONE,74910
73153,MARTHOD,73400
74243,ST JULIEN EN GENEVOIS,74160
73155,MERY,73420
74249,ST PAUL EN CHABLAIS,74500
73157,MODANE,73500
74250,ST PIERRE EN FAUCIGNY,74800
73161,MONTAGNY,73350
74256,SALLANCHES,74700
73164,MONTCEL,73100
74263,SCIEZ,74140
73182,MOUXY,73100
74267,SEVRIER,74320
73187,LA LECHERE,73260
74271,SEYTROUX,74430
73188,NOTRE DAME DES MILLIERES,73460
74282,FILLIERE,74570
73193,ONTEX,73310
74287,VAILLY,74470
73194,ORELLE,73140
74288,VALLEIRY,74520
73196,PALLUD,73200
74289,VALLIERES SUR FIER,74150
73200,PLANAISE,73800
74290,VALLORCINE,74660
73204,LE PONT DE BEAUVOISIN,73330
74312,VOUGY,74130
73205,LE PONTET,73110
74313,VOVRAY EN BORNES,74350
73218,RUFFIEUX,73310
74314,VULBENS,74520
73219,ST ALBAN DE MONTBEL,73610
75106,PARIS 06,75006
73220,ST ALBAN D HURTIERES,73220
75112,PARIS 12,75012
73228,ST CASSIN,73160
75113,PARIS 13,75013
73232,STE FOY TARENTAISE,73640
75118,PARIS 18,75018
73234,ST FRANCOIS DE SALES,73340
76004,AMBRUMESNIL,76550
73236,ST GENIX LES VILLAGES,73240
76007,ANCEAUMEVILLE,76710
73236,ST GENIX LES VILLAGES,73240
76008,ANCOURT,76370
73240,STE HELENE DU LAC,73800
76016,ANGLESQUEVILLE LA BRAS LONG,76740
73241,STE HELENE SUR ISERE,73460
76022,ANQUETIERVILLE,76490
73248,ST JEAN DE MAURIENNE,73300
76030,AUBERMESNIL BEAUMAIS,76550
73255,STE MARIE DE CUINES,73130
76034,VAL DE SCIE,76720
73257,LES BELLEVILLE,73440
76036,AUPPEGARD,76730
73261,ST MICHEL DE MAURIENNE,73140
76038,AUTHIEUX RATIEVILLE,76690
73267,ST PANCRACE,73300
76046,AUZOUVILLE SUR RY,76116
73271,ST PIERRE D ALVEY,73170
76053,BAILLOLET,76660
73273,ST PIERRE DE CURTILLE,73310
76054,BAILLY EN RIVIERE,76630
73292,THENESOL,73200
76056,BARDOUVILLE,76480
73293,THOIRY,73230
76059,BAZINVAL,76340
73298,TOURS EN SAVOIE,73790
76071,BELLENGREVILLE,76630
73300,TRESSERVE,73100
76079,BENOUVILLE,76790
73302,LA TRINITE,73110
76082,BERNIERES,76210
73312,VERRENS ARVEY,73460
76084,BERTREVILLE,76450
73314,VILLARD D HERY,73800
76087,BERVILLE EN CAUX,76560
73315,VILLARD LEGER,73390
76099,BLACQUEVILLE,76190
73317,VILLARD SUR DORON,73270
76108,BOIS GUILLAUME,76230
73320,VILLARGONDRAN,73300
76112,LE BOIS ROBERT,76590
73328,VIVIERS DU LAC,73420
76114,BOLBEC,76210
74008,AMBILLY,74100
76115,BOLLEVILLE,76210
74009,ANDILLY,74350
76117,BORDEAUX ST CLAIR,76790
74010,ANNECY,74000
76120,BOSC BORDEL,76750
74010,ANNECY,74370
76121,BOSC EDELINE,76750
74010,ANNECY,74600
76124,BOSC HYONS,76220
74013,ANTHY SUR LEMAN,74200
76133,LE BOURG DUN,76740
74014,ARACHES LA FRASSE,74300
76135,BOUVILLE,76360
74014,ARACHES LA FRASSE,74300
76136,BRACHY,76730
74016,ARCHAMPS,74160
76138,BRACQUETUIT,76850
74019,ARGONAY,74370
76140,BRAMETOT,76740
74027,LA BALME DE THUY,74230
76142,BREMONTIER MERVAL,76220
74029,BASSY,74910
76156,CANOUVILLE,76450
74038,BOGEVE,74250
76161,CARVILLE POT DE FER,76560
74040,BONNE,74380
76162,LE CATELIER,76590
74044,BOSSEY,74160
76167,CAUVILLE SUR MER,76930
74051,CERCIER,74350
76171,LA CHAPELLE ST OUEN,76780
74052,CERNEX,74350
76178,CLEON,76410
74056,CHAMONIX MONT BLANC,74400
76185,COMPAINVILLE,76440
74056,CHAMONIX MONT BLANC,74400
76187,CONTREMOULINS,76400
74074,CHEVRIER,74520
76189,CRASVILLE LA MALLET,76450
74077,CLARAFOND ARCINE,74270
76193,LA CRIQUE,76850
74079,LES CLEFS,74230
76196,CRIQUETOT L ESNEVAL,76280
74085,LES CONTAMINES MONTJOIE,74170
76207,CUVERVILLE SUR YERES,76260
74087,CONTAMINE SUR ARVE,74130
76210,DAMPIERRE ST NICOLAS,76510
74095,CREMPIGNY BONNEGUETE,74150
76217,DIEPPE,76370
74109,ELOISE,01200
76218,DOUDEAUVILLE,76220
74116,ETAUX,74800
76223,ECALLES ALIX,76190
74118,ETREMBIERES,74100
76224,ECRAINVILLE,76110
74119,EVIAN LES BAINS,74500
76226,ECRETTEVILLE SUR MER,76540
74124,FEIGERES,74160
76235,ENVERMEU,76630
74126,FESSY,74890
76236,ENVRONVILLE,76640
74131,FRANGY,74270
76244,ESCLAVELLES,76270
74138,GRUFFY,74540
76252,ETALONDES,76260
74139,HABERE LULLIN,74420
76255,EU,76260
74146,LARRINGES,74500
76260,FERRIERES EN BRAY,76220
74155,LULLIN,74470
76265,FLAMETS FRETILS,76270
74156,LULLY,74890
76270,FONTAINE LA MALLET,76290
74162,MARCELLAZ,74250
76281,LA FRENAYE,76170
74175,MEILLERIE,74500
76288,FREULLEVILLE,76510
74176,MENTHON ST BERNARD,74290
76289,ST MARTIN DE L IF,76190
74183,MIEUSSY,74440
76289,ST MARTIN DE L IF,76190
74183,MIEUSSY,74440
76295,GAILLEFONTAINE,76870
74185,MONNETIER MORNEX,74560
76307,GONNEVILLE LA MALLET,76280
74190,MORILLON,74440
76311,GOUPILLIERES,76570
74192,MOYE,74150
76312,GOURNAY EN BRAY,76220
74196,NANCY SUR CLUSES,74300
76321,LES GRANDES VENTES,76950
74197,NANGY,74380
76325,GREMONVILLE,76970
74208,PASSY,74190
76349,HAUTOT SUR MER,76550
74208,PASSY,74190
76351,LE HAVRE,76610
76355,HERICOURT EN CAUX,76560
76358,LE HERON,76780
76362,HEURTEAUVILLE,76940
76363,HODENG AU BOSC,76340
76369,LA HOUSSAYE BERANGER,76690
76373,IMBLEVILLE,76890
76380,LAMMERVILLE,76730
76400,LUNERAY,76810
76405,MANEHOUVILLE,76590
76406,MANIQUERVILLE,76400
76410,MAROMME,76150
76411,MARQUES,76390
76415,MASSY,76270
76418,MAULEVRIER STE GERTRUDE,76490
76420,MAUQUENCHY,76440
74219,QUINTAL,74600
76424,MENONVAL,76270
74241,ST JEOIRE,74490
76425,MENTHEVILLE,76110
74253,ST SIXT,74800
76428,LE MESNIL DURDENT,76460
74254,ST SYLVESTRE,74540
76432,MESNIL MAUGER,76440
74256,SALLANCHES,74700
76434,MESNIL RAOUL,76520
74260,SAVIGNY,74520
76435,LE MESNIL REAUME,76260
74261,SAXEL,74420
76452,MONTVILLE,76710
74278,THYEZ,74300
76454,MORTEMER,76270
74282,FILLIERE,74370
76464,LA NEUVILLE CHANT D OISEL,76520
74282,FILLIERE,74570
76469,NOLLEVAL,76780
74292,VAULX,74150
76471,NORVILLE,76330
74297,VERSONNEX,74150
76476,PORT JEROME SUR SEINE,76170
74305,VILLE LA GRAND,74100
76476,PORT JEROME SUR SEINE,76330
74307,VILLY LE PELLOUX,74350
76477,NOTRE DAME DU BEC,76133
74309,VIRY,74580
76485,OMONVILLE,76730
74310,VIUZ LA CHIESAZ,74540
76491,OUVILLE L ABBAYE,76760
74311,VIUZ EN SALLAZ,74250
76492,OUVILLE LA RIVIERE,76860
74315,YVOIRE,74140
76498,LE PETIT QUEVILLY,76140
75102,PARIS 02,75002
76499,PETIVILLE,76330
75103,PARIS 03,75003
76500,PIERRECOURT,76340
75108,PARIS 08,75008
76518,RAFFETOT,76210
75114,PARIS 14,75014
76526,RICARVILLE DU VAL,76510
75116,PARIS 16,75016
76531,ROCQUEFORT,76640
75117,PARIS 17,75017
76536,RONCHEROLLES SUR LE VIVIER,76160
75119,PARIS 19,75019
76540,ROUEN,76100
76002,ALVIMARE,76640
76553,STE AGATHE D ALIERMONT,76660
76005,AMFREVILLE LA MI VOIE,76920
76555,ST ANDRE SUR CAILLY,76690
76009,ANCOURTEVILLE SUR HERICOURT,76560
76561,ST AUBIN LES ELBEUF,76410
76010,ANCRETIEVILLE ST VICTOR,76760
76565,ST AUBIN SUR SCIE,76550
76020,ANNEVILLE AMBOURVILLE,76480
76575,ST ETIENNE DU ROUVRAY,76800
76033,AUBERVILLE LA RENAULT,76110
76578,STE GENEVIEVE,76440
76043,AUZEBOSC,76190
76584,ST GERMAIN SUR EAULNE,76270
76047,AUZOUVILLE SUR SAANE,76730
76597,ST LAURENT EN CAUX,76560
76052,BAILLEUL NEUVILLE,76660
76600,ST LEONARD,76400
76057,BARENTIN,76360
76602,ST MACLOU DE FOLLEVILLE,76890
76060,BEAUBEC LA ROSIERE,76440
76608,STE MARGUERITE SUR DUCLAIR,76480
76062,BEAUMONT LE HARENG,76850
76618,PETIT CAUX,76370
76063,BEAUVAL EN CAUX,76890
76618,PETIT CAUX,76630
76072,BELLEVILLE EN CAUX,76890
76618,PETIT CAUX,76630
76085,BERTREVILLE ST OUEN,76590
76618,PETIT CAUX,76630
76088,BERVILLE SUR SEINE,76480
76619,ST MARTIN LE GAILLARD,76260
76096,BIVILLE LA BAIGNARDE,76890
76626,ST NICOLAS DE LA HAIE,76490
76100,BLAINVILLE CREVON,76116
76628,ST OUEN DU BREUIL,76890
76119,BOSC BERENGER,76680
76630,ST OUEN SOUS BAILLY,76630
76125,BOSC LE HARD,76850
76638,ST PIERRE EN VAL,76260
76129,BOUDEVILLE,76560
76648,ST SAENS,76680
76130,BOUELLES,76270
76658,ST VINCENT CRAMESNIL,76430
76147,BULLY,76270
76663,SASSETOT LE MAUCONDUIT,76540
76148,BURES EN BRAY,76660
76663,SASSETOT LE MAUCONDUIT,76540
76157,CANTELEU,76380
76666,SAUMONT LA POTERIE,76440
76157,CANTELEU,76380
76667,SAUQUEVILLE,76550
76158,CANVILLE LES DEUX EGLISES,76560
76671,SEPT MEULES,76260
76169,LA CERLANGUE,76430
76686,THEUVILLE AUX MAILLOTS,76540
76172,LA CHAPELLE SUR DUN,76740
76690,THIL MANNEVILLE,76730
76174,CIDEVILLE,76570
76706,TOURVILLE LES IFS,76400
76179,CLERES,76690
76711,LE TREPORT,76470
76184,COLMESNIL MANNEVILLE,76550
76718,VALLIQUERVILLE,76190
76188,COTTEVRARD,76850
76728,LA VAUPALIERE,76150
76192,CRIEL SUR MER,76910
76730,VEAUVILLE LES QUELLES,76560
76194,CRIQUEBEUF EN CAUX,76111
76738,VIEUX MANOIR,76750
76195,CRIQUETOT LE MAUCONDUIT,76540
76739,VIEUX ROUEN SUR BRESLE,76390
76197,CRIQUETOT SUR LONGUEVILLE,76590
76752,YERVILLE,76760
76201,CROISY SUR ANDELLE,76780
76759,YVILLE SUR SEINE,76530
76211,DANCOURT,76340
77009,ARVILLE,77890
76214,DENESTANVILLE,76590
77010,AUBEPIERRE OZOUER LE REPOS,77720
76217,DIEPPE,76370
77015,BABY,77480
76219,DOUDEVILLE,76560
77018,BAILLY ROMAINVILLIERS,77700
76221,DROSAY,76460
77026,BEAUCHERY ST MARTIN,77560
76227,ECTOT L AUBER,76760
77034,BLANDY,77115
76234,EMANVILLE,76570
77041,BOISSY AUX CAILLES,77760
76238,EPOUVILLE,76133
77047,BOULEURS,77580
76239,EPRETOT,76430
77066,CERNEUX,77320
76242,ERNEMONT LA VILLETTE,76220
77069,CHAILLY EN BIERE,77930
76247,ESTEVILLE,76690
77081,CHAMPDEUIL,77390
76250,ETAINHUS,76430
77086,LA CHAPELLE GAUTHIER,77720
76253,ETOUTTEVILLE,76190
77088,LA CHAPELLE LA REINE,77760
76258,TERRES DE CAUX,76640
77095,CHARNY,77410
76261,LA FERTE ST SAMSON,76440
77100,LE CHATELET EN BRIE,77820
76262,FESQUES,76270
77101,CHATENAY SUR SEINE,77126
76263,LA FEUILLIE,76220
76272,FONTAINE LE DUN,76740
76276,FORGES LES EAUX,76440
76292,FRY,76780
76294,LA GAILLARDE,76740
76296,GAINNEVILLE,76700
76299,GERPONVILLE,76540
76305,GONFREVILLE L ORCHER,76700
76305,GONFREVILLE L ORCHER,76700
76313,GOUY,76520
76316,GRAINVILLE SUR RY,76116
76320,GRANDCOURT,76660
76322,LE GRAND QUEVILLY,76120
76333,GUERVILLE,76340
76334,GUEURES,76730
76335,GUEUTTEVILLE,76890
76339,LE HANOUARD,76450
76343,HAUCOURT,76440
76349,HAUTOT SUR MER,76550
76351,LE HAVRE,76620
76352,LA HAYE,76780
76353,HEBERVILLE,76740
76356,HERMANVILLE,76730
76359,HERONCHELLES,76750
76366,LE HOULME,76770
76368,HOUQUETOT,76110
50251,HUBERVILLE,50700
50256,ISIGNY LE BUAT,50540
50260,JUVIGNY LES VALLEES,50520
50260,JUVIGNY LES VALLEES,50520
50265,LAULNE,50430
50273,MONTSENELLE,50250
50281,LA LUCERNE D OUTREMER,50320
50285,MAGNEVILLE,50260
50291,MARGUERAY,50410
50321,LE MESNIL ROUXELIN,50000
50336,MONTAIGU LES BOIS,50450
50353,LE MONT ST MICHEL,50170
50378,NOTRE DAME DE CENILLY,50210
50382,NOUAINVILLE,50690
50395,LA PERNELLE,50630
50399,LE PETIT CELLAND,50370
50403,PIROU,50770
50410,PONTORSON,50170
50419,QUETTREVILLE SUR SIENNE,50660
50429,REGNEVILLE SUR MER,50590
51100,LA CAURE,51270
51103,LA CELLE SOUS CHANTEMERLE,51260
51113,CHAMPAUBERT,51270
51140,CHAUMUZY,51170
51172,CORMONTREUIL,51350
51185,COURGIVAUX,51310
51190,COURTAGNON,51480
51196,CRAMANT,51530
